Date,Department,Expense_Category,Expense_Amount
26-09-2024,Marketing,Logistics,41416
04-01-2024,Finance,Advertising,81406
03-12-2024,Finance,Salaries,161521
15-02-2024,Sales,Logistics,20717
06-02-2024,Marketing,Salaries,194061
11-07-2024,Sales,Salaries,58949
08-07-2024,Admin,Logistics,82248
07-03-2024,Supply Chain,Trade Promotion,123487
31-03-2024,Admin,Office Expenses,177493
10-11-2024,Finance,Trade Promotion,48359
20-03-2024,Finance,Trade Promotion,179580
24-02-2024,Finance,Trade Promotion,163431
23-01-2024,Finance,Advertising,24913
01-02-2024,Marketing,Office Expenses,121649
24-07-2024,Marketing,Advertising,141209
02-05-2024,Finance,Advertising,108526
08-02-2024,Admin,Salaries,44141
12-11-2024,Supply Chain,Advertising,95467
10-05-2024,Supply Chain,Trade Promotion,161414
22-05-2024,Admin,Trade Promotion,199856
08-01-2024,Admin,Salaries,57128
09-09-2024,Admin,Office Expenses,144077
30-03-2024,Supply Chain,Logistics,28724
05-12-2024,Supply Chain,Logistics,196130
19-02-2024,Finance,Office Expenses,182853
06-03-2024,Finance,Office Expenses,20540
15-10-2024,Admin,Advertising,77794
25-06-2024,Marketing,Advertising,127531
23-10-2024,Marketing,Advertising,102263
19-01-2024,Sales,Trade Promotion,157616
18-08-2024,Supply Chain,Office Expenses,120355
11-01-2024,Marketing,Office Expenses,63285
29-02-2024,Sales,Advertising,153159
21-01-2024,Supply Chain,Office Expenses,47499
12-12-2024,Admin,Trade Promotion,40451
30-05-2024,Admin,Office Expenses,199347
19-03-2024,Finance,Logistics,4359
26-03-2024,Sales,Trade Promotion,188152
13-01-2024,Sales,Advertising,1009
22-06-2024,Sales,Salaries,42457
04-11-2024,Sales,Logistics,5266
03-07-2024,Finance,Trade Promotion,53279
01-07-2024,Finance,Salaries,120876
11-01-2024,Admin,Trade Promotion,17348
21-03-2024,Admin,Logistics,23905
22-05-2024,Marketing,Office Expenses,91084
16-06-2024,Sales,Advertising,179750
07-04-2024,Sales,Trade Promotion,107138
22-05-2024,Sales,Advertising,90898
26-08-2024,Finance,Trade Promotion,191983
25-09-2024,Sales,Trade Promotion,188820
13-06-2024,Sales,Salaries,90429
01-09-2024,Admin,Logistics,169416
17-02-2024,Marketing,Trade Promotion,139823
11-02-2024,Finance,Salaries,175726
04-09-2024,Finance,Logistics,53958
10-01-2024,Supply Chain,Logistics,91432
13-04-2024,Sales,Trade Promotion,188633
14-12-2024,Sales,Logistics,11340
22-03-2024,Sales,Logistics,162719
09-04-2024,Marketing,Office Expenses,122579
04-09-2024,Sales,Advertising,14627
02-09-2024,Finance,Office Expenses,48234
08-04-2024,Admin,Logistics,180035
08-07-2024,Admin,Office Expenses,197594
29-03-2024,Supply Chain,Office Expenses,124105
01-04-2024,Marketing,Salaries,53565
28-04-2024,Marketing,Advertising,58973
06-09-2024,Sales,Trade Promotion,19427
22-12-2024,Supply Chain,Trade Promotion,135020
19-06-2024,Admin,Salaries,155720
29-10-2024,Sales,Trade Promotion,41852
01-10-2024,Marketing,Office Expenses,58018
24-05-2024,Sales,Logistics,94346
26-03-2024,Admin,Office Expenses,139871
31-08-2024,Supply Chain,Office Expenses,142983
30-11-2024,Finance,Salaries,5792
08-07-2024,Sales,Advertising,127486
22-11-2024,Marketing,Office Expenses,193499
03-12-2024,Supply Chain,Salaries,7204
23-04-2024,Sales,Salaries,154174
21-07-2024,Marketing,Logistics,155081
15-05-2024,Marketing,Salaries,173449
04-09-2024,Supply Chain,Office Expenses,64104
21-02-2024,Marketing,Trade Promotion,114910
02-05-2024,Marketing,Trade Promotion,174912
12-11-2024,Admin,Office Expenses,4325
12-04-2024,Finance,Trade Promotion,149448
29-11-2024,Supply Chain,Logistics,87430
07-04-2024,Admin,Advertising,33623
10-01-2024,Finance,Salaries,137780
20-03-2024,Sales,Advertising,156892
11-09-2024,Admin,Trade Promotion,138500
03-11-2024,Finance,Advertising,160444
11-10-2024,Marketing,Logistics,196796
04-07-2024,Supply Chain,Trade Promotion,140314
10-03-2024,Admin,Salaries,11337
17-08-2024,Sales,Office Expenses,117074
15-05-2024,Admin,Logistics,131921
22-01-2024,Marketing,Trade Promotion,118930
06-02-2024,Supply Chain,Logistics,178798
09-07-2024,Admin,Office Expenses,131781
17-04-2024,Admin,Salaries,198371
21-06-2024,Marketing,Advertising,46484
30-03-2024,Supply Chain,Logistics,97638
26-12-2024,Marketing,Office Expenses,128868
11-06-2024,Marketing,Logistics,36298
09-09-2024,Finance,Office Expenses,80889
07-02-2024,Finance,Logistics,149322
05-12-2024,Finance,Office Expenses,104518
03-05-2024,Finance,Advertising,153576
10-02-2024,Admin,Logistics,38423
29-11-2024,Admin,Advertising,74785
23-08-2024,Marketing,Office Expenses,99598
16-01-2024,Supply Chain,Logistics,95719
01-11-2024,Finance,Logistics,195698
16-02-2024,Marketing,Office Expenses,16172
07-07-2024,Supply Chain,Advertising,45726
03-12-2024,Marketing,Office Expenses,158986
17-07-2024,Finance,Salaries,14338
23-09-2024,Finance,Office Expenses,189737
22-06-2024,Admin,Advertising,92760
22-07-2024,Sales,Salaries,101061
31-08-2024,Sales,Salaries,20253
03-05-2024,Finance,Salaries,124658
09-09-2024,Marketing,Salaries,21462
09-07-2024,Admin,Logistics,40253
17-11-2024,Supply Chain,Trade Promotion,115814
13-04-2024,Marketing,Office Expenses,124474
02-02-2024,Marketing,Salaries,151661
01-05-2024,Sales,Logistics,9808
12-01-2024,Admin,Advertising,109089
27-06-2024,Finance,Salaries,12356
20-08-2024,Finance,Salaries,131335
24-03-2024,Finance,Advertising,192460
22-12-2024,Marketing,Trade Promotion,97168
15-09-2024,Supply Chain,Trade Promotion,135692
01-03-2024,Marketing,Logistics,173978
12-02-2024,Finance,Advertising,114286
14-09-2024,Supply Chain,Trade Promotion,166532
12-03-2024,Sales,Salaries,177167
16-02-2024,Sales,Salaries,132892
09-12-2024,Supply Chain,Office Expenses,156290
08-09-2024,Admin,Office Expenses,105393
19-01-2024,Sales,Trade Promotion,182699
01-01-2024,Marketing,Office Expenses,29138
25-10-2024,Finance,Logistics,115796
24-02-2024,Sales,Office Expenses,113787
17-06-2024,Supply Chain,Logistics,30611
13-08-2024,Sales,Salaries,186113
11-04-2024,Supply Chain,Trade Promotion,61487
09-07-2024,Supply Chain,Logistics,39893
13-11-2024,Admin,Trade Promotion,189268
08-11-2024,Sales,Office Expenses,5342
05-08-2024,Finance,Logistics,188308
20-01-2024,Sales,Advertising,172427
26-09-2024,Supply Chain,Office Expenses,41101
28-12-2024,Sales,Trade Promotion,37086
23-11-2024,Finance,Office Expenses,6509
26-04-2024,Admin,Salaries,183073
08-09-2024,Admin,Advertising,39396
05-01-2024,Admin,Trade Promotion,87047
05-12-2024,Supply Chain,Advertising,158879
11-03-2024,Marketing,Advertising,198257
20-02-2024,Supply Chain,Advertising,146897
15-07-2024,Finance,Trade Promotion,67520
26-08-2024,Admin,Salaries,133657
27-08-2024,Supply Chain,Advertising,118468
10-02-2024,Supply Chain,Advertising,188341
02-08-2024,Admin,Logistics,96524
27-03-2024,Sales,Office Expenses,123310
07-09-2024,Finance,Trade Promotion,108054
01-10-2024,Marketing,Trade Promotion,38539
29-01-2024,Marketing,Office Expenses,100779
01-05-2024,Finance,Salaries,119700
11-05-2024,Supply Chain,Logistics,115417
15-07-2024,Admin,Logistics,146274
20-07-2024,Admin,Trade Promotion,133805
21-05-2024,Finance,Logistics,165563
19-10-2024,Finance,Office Expenses,18690
02-07-2024,Admin,Advertising,23693
04-01-2024,Admin,Trade Promotion,76835
18-09-2024,Finance,Trade Promotion,55342
23-09-2024,Supply Chain,Trade Promotion,112272
02-08-2024,Marketing,Logistics,161335
28-07-2024,Marketing,Trade Promotion,85800
13-09-2024,Sales,Trade Promotion,190342
12-09-2024,Finance,Salaries,171514
05-09-2024,Sales,Trade Promotion,24198
09-07-2024,Sales,Office Expenses,7627
26-12-2024,Marketing,Logistics,157150
23-12-2024,Admin,Trade Promotion,94773
27-03-2024,Admin,Office Expenses,157259
10-08-2024,Admin,Logistics,141956
21-05-2024,Finance,Logistics,48978
11-03-2024,Marketing,Trade Promotion,13695
18-02-2024,Finance,Logistics,9733
24-06-2024,Finance,Office Expenses,145055
12-11-2024,Supply Chain,Salaries,173385
30-05-2024,Admin,Advertising,193360
22-10-2024,Supply Chain,Trade Promotion,190535
23-07-2024,Supply Chain,Logistics,162473
03-07-2024,Marketing,Salaries,113742
29-05-2024,Admin,Office Expenses,69216
02-05-2024,Sales,Logistics,89248
25-05-2024,Supply Chain,Office Expenses,23013
02-05-2024,Supply Chain,Advertising,98957
15-03-2024,Sales,Logistics,147265
07-01-2024,Sales,Advertising,184284
09-02-2024,Marketing,Office Expenses,153079
23-08-2024,Supply Chain,Advertising,148428
19-04-2024,Supply Chain,Salaries,118441
14-12-2024,Marketing,Salaries,140364
05-03-2024,Sales,Office Expenses,100366
15-06-2024,Supply Chain,Logistics,57071
02-03-2024,Sales,Office Expenses,8479
31-10-2024,Finance,Advertising,91239
03-02-2024,Supply Chain,Trade Promotion,132658
11-12-2024,Finance,Trade Promotion,45743
04-05-2024,Supply Chain,Salaries,185252
05-05-2024,Sales,Salaries,44289
30-11-2024,Finance,Trade Promotion,106298
11-10-2024,Marketing,Advertising,133867
07-10-2024,Admin,Office Expenses,156338
29-02-2024,Marketing,Logistics,182089
06-09-2024,Marketing,Trade Promotion,67497
10-03-2024,Finance,Advertising,77682
27-01-2024,Finance,Office Expenses,183768
19-11-2024,Marketing,Trade Promotion,4035
08-03-2024,Finance,Logistics,148519
29-12-2024,Marketing,Office Expenses,193868
05-09-2024,Supply Chain,Advertising,49245
15-04-2024,Admin,Logistics,192867
19-10-2024,Supply Chain,Trade Promotion,130898
26-06-2024,Finance,Salaries,116124
28-01-2024,Marketing,Salaries,14343
07-03-2024,Supply Chain,Advertising,144596
06-07-2024,Marketing,Salaries,126218
29-09-2024,Supply Chain,Office Expenses,177922
04-04-2024,Sales,Salaries,195263
08-07-2024,Sales,Salaries,70168
29-03-2024,Sales,Office Expenses,11198
16-02-2024,Admin,Advertising,189297
09-12-2024,Supply Chain,Trade Promotion,181453
13-08-2024,Finance,Advertising,104366
05-10-2024,Supply Chain,Salaries,125605
27-11-2024,Marketing,Advertising,146129
27-07-2024,Supply Chain,Trade Promotion,71470
20-11-2024,Supply Chain,Office Expenses,4345
25-11-2024,Sales,Office Expenses,70540
30-11-2024,Marketing,Office Expenses,144764
24-07-2024,Supply Chain,Advertising,67832
24-08-2024,Admin,Salaries,3125
08-02-2024,Finance,Office Expenses,62093
26-07-2024,Sales,Salaries,133146
05-10-2024,Supply Chain,Logistics,31463
30-05-2024,Marketing,Office Expenses,146159
16-01-2024,Sales,Trade Promotion,194286
20-02-2024,Sales,Salaries,72601
19-02-2024,Supply Chain,Logistics,116147
01-12-2024,Marketing,Office Expenses,128868
06-03-2024,Marketing,Salaries,171733
07-04-2024,Admin,Salaries,198600
04-02-2024,Sales,Logistics,174057
03-05-2024,Admin,Trade Promotion,39288
04-05-2024,Marketing,Advertising,185684
27-01-2024,Finance,Trade Promotion,7556
21-04-2024,Finance,Advertising,95346
12-06-2024,Finance,Trade Promotion,13895
06-06-2024,Supply Chain,Trade Promotion,44062
30-06-2024,Supply Chain,Office Expenses,142410
18-10-2024,Marketing,Salaries,2267
01-03-2024,Admin,Trade Promotion,198430
11-07-2024,Supply Chain,Salaries,133592
06-04-2024,Marketing,Salaries,108683
12-01-2024,Finance,Salaries,137714
22-11-2024,Finance,Salaries,166661
10-05-2024,Sales,Trade Promotion,95064
14-05-2024,Admin,Advertising,177647
07-01-2024,Marketing,Salaries,154606
06-07-2024,Marketing,Salaries,143538
22-04-2024,Finance,Office Expenses,144817
16-01-2024,Supply Chain,Trade Promotion,11405
01-03-2024,Supply Chain,Trade Promotion,71151
05-07-2024,Marketing,Trade Promotion,31212
26-08-2024,Supply Chain,Advertising,16889
04-06-2024,Marketing,Salaries,145819
13-07-2024,Sales,Logistics,58756
03-05-2024,Supply Chain,Advertising,97068
17-02-2024,Sales,Salaries,66579
28-08-2024,Admin,Office Expenses,21400
06-10-2024,Sales,Logistics,184340
01-09-2024,Admin,Office Expenses,119884
25-12-2024,Sales,Trade Promotion,167454
27-08-2024,Supply Chain,Advertising,93847
08-07-2024,Sales,Logistics,62094
29-05-2024,Supply Chain,Logistics,71364
21-11-2024,Marketing,Trade Promotion,136320
24-11-2024,Marketing,Salaries,131387
21-12-2024,Admin,Logistics,187614
26-12-2024,Finance,Advertising,68885
16-03-2024,Sales,Advertising,197202
22-05-2024,Supply Chain,Office Expenses,147656
21-11-2024,Finance,Advertising,197360
08-11-2024,Marketing,Trade Promotion,87467
15-01-2024,Supply Chain,Advertising,2441
27-11-2024,Supply Chain,Advertising,10400
06-03-2024,Finance,Trade Promotion,81140
02-03-2024,Supply Chain,Salaries,175607
09-10-2024,Finance,Logistics,10138
13-02-2024,Sales,Trade Promotion,76583
27-07-2024,Sales,Salaries,71461
26-10-2024,Sales,Trade Promotion,143090
25-01-2024,Marketing,Trade Promotion,53236
12-02-2024,Finance,Office Expenses,1965
10-03-2024,Sales,Logistics,138677
08-07-2024,Marketing,Logistics,115171
28-12-2024,Marketing,Office Expenses,132743
01-06-2024,Marketing,Logistics,100003
22-12-2024,Sales,Logistics,179707
07-09-2024,Supply Chain,Advertising,56784
23-08-2024,Sales,Trade Promotion,176900
15-05-2024,Marketing,Logistics,78285
28-01-2024,Admin,Salaries,111232
16-04-2024,Sales,Office Expenses,91229
22-11-2024,Sales,Logistics,134515
13-12-2024,Supply Chain,Salaries,129667
10-08-2024,Sales,Trade Promotion,20627
06-06-2024,Sales,Trade Promotion,191301
09-09-2024,Marketing,Trade Promotion,87874
21-06-2024,Marketing,Logistics,84671
09-03-2024,Admin,Advertising,149764
08-04-2024,Marketing,Logistics,191031
02-07-2024,Finance,Advertising,19115
11-05-2024,Supply Chain,Office Expenses,37594
25-01-2024,Sales,Advertising,111422
29-10-2024,Sales,Salaries,96587
27-04-2024,Finance,Trade Promotion,53243
17-06-2024,Supply Chain,Logistics,136616
18-12-2024,Finance,Advertising,14526
05-01-2024,Finance,Trade Promotion,38627
15-06-2024,Supply Chain,Trade Promotion,183167
03-05-2024,Sales,Advertising,21343
21-11-2024,Sales,Office Expenses,32496
23-11-2024,Supply Chain,Trade Promotion,166152
27-01-2024,Marketing,Office Expenses,179946
17-04-2024,Supply Chain,Office Expenses,121129
02-11-2024,Finance,Logistics,91798
14-08-2024,Finance,Advertising,132586
09-10-2024,Sales,Salaries,25260
16-06-2024,Supply Chain,Salaries,85566
17-12-2024,Supply Chain,Logistics,175254
22-05-2024,Sales,Advertising,4190
12-03-2024,Finance,Office Expenses,144800
07-06-2024,Sales,Office Expenses,143904
17-04-2024,Admin,Office Expenses,117872
09-08-2024,Finance,Salaries,134325
09-12-2024,Supply Chain,Salaries,33358
14-06-2024,Marketing,Salaries,9724
02-01-2024,Marketing,Trade Promotion,181059
01-02-2024,Marketing,Logistics,86453
06-09-2024,Supply Chain,Salaries,32522
06-11-2024,Supply Chain,Trade Promotion,81038
06-04-2024,Marketing,Salaries,121999
27-03-2024,Marketing,Trade Promotion,191638
02-04-2024,Admin,Salaries,140713
22-06-2024,Sales,Trade Promotion,167166
14-10-2024,Marketing,Trade Promotion,102731
27-10-2024,Marketing,Advertising,52875
18-02-2024,Admin,Salaries,179944
21-04-2024,Sales,Logistics,162891
08-08-2024,Marketing,Salaries,123390
24-09-2024,Admin,Logistics,155187
28-04-2024,Finance,Trade Promotion,59610
02-09-2024,Sales,Office Expenses,120437
07-02-2024,Sales,Advertising,153635
17-07-2024,Finance,Advertising,153117
22-10-2024,Marketing,Advertising,7692
02-03-2024,Finance,Logistics,80767
15-05-2024,Marketing,Trade Promotion,39981
08-07-2024,Marketing,Logistics,78763
30-06-2024,Admin,Office Expenses,31387
19-10-2024,Admin,Advertising,55951
15-01-2024,Supply Chain,Logistics,64270
07-10-2024,Sales,Office Expenses,99849
10-07-2024,Admin,Salaries,155908
07-03-2024,Sales,Office Expenses,100545
21-07-2024,Marketing,Office Expenses,105389
28-03-2024,Admin,Trade Promotion,28674
21-09-2024,Supply Chain,Logistics,21197
21-01-2024,Marketing,Logistics,2084
30-07-2024,Finance,Advertising,36415
11-04-2024,Admin,Office Expenses,12281
17-04-2024,Sales,Office Expenses,170024
28-09-2024,Supply Chain,Office Expenses,189316
02-11-2024,Supply Chain,Salaries,24629
13-12-2024,Supply Chain,Office Expenses,119472
07-12-2024,Marketing,Office Expenses,156555
06-09-2024,Marketing,Salaries,173266
25-10-2024,Admin,Advertising,180983
15-10-2024,Sales,Trade Promotion,104226
14-05-2024,Finance,Advertising,1165
24-09-2024,Marketing,Logistics,30515
01-10-2024,Supply Chain,Office Expenses,125037
29-10-2024,Supply Chain,Salaries,199794
01-09-2024,Sales,Logistics,190012
04-03-2024,Finance,Advertising,6138
29-11-2024,Admin,Logistics,1005
25-01-2024,Admin,Trade Promotion,19005
08-08-2024,Marketing,Office Expenses,77662
17-07-2024,Finance,Salaries,114471
05-07-2024,Marketing,Advertising,48191
27-05-2024,Marketing,Office Expenses,64388
13-06-2024,Sales,Logistics,38590
21-08-2024,Admin,Trade Promotion,8378
07-02-2024,Supply Chain,Logistics,75540
10-09-2024,Sales,Trade Promotion,80749
09-04-2024,Sales,Trade Promotion,156348
11-04-2024,Supply Chain,Advertising,23055
21-12-2024,Finance,Salaries,106427
04-03-2024,Supply Chain,Trade Promotion,30885
24-03-2024,Supply Chain,Logistics,21658
26-12-2024,Supply Chain,Office Expenses,160211
16-02-2024,Supply Chain,Salaries,18238
22-12-2024,Admin,Advertising,154346
22-12-2024,Admin,Office Expenses,58830
18-12-2024,Sales,Trade Promotion,190543
03-04-2024,Sales,Trade Promotion,157363
28-07-2024,Finance,Trade Promotion,95371
06-05-2024,Supply Chain,Salaries,191482
02-01-2024,Finance,Trade Promotion,26473
18-02-2024,Finance,Office Expenses,33148
21-09-2024,Finance,Office Expenses,111172
22-01-2024,Finance,Trade Promotion,198197
05-10-2024,Admin,Salaries,61818
23-02-2024,Supply Chain,Logistics,2478
28-06-2024,Sales,Office Expenses,154432
11-02-2024,Marketing,Advertising,68057
26-06-2024,Admin,Salaries,28492
15-07-2024,Finance,Logistics,98764
02-11-2024,Marketing,Advertising,152174
20-04-2024,Supply Chain,Office Expenses,149628
19-12-2024,Supply Chain,Salaries,188095
20-09-2024,Finance,Salaries,162593
08-02-2024,Admin,Office Expenses,178283
06-05-2024,Marketing,Salaries,92886
05-10-2024,Finance,Office Expenses,163687
26-02-2024,Marketing,Salaries,129842
11-02-2024,Admin,Office Expenses,151795
30-12-2024,Sales,Salaries,150847
30-09-2024,Marketing,Trade Promotion,71314
19-02-2024,Supply Chain,Trade Promotion,165315
30-03-2024,Marketing,Logistics,85481
20-03-2024,Marketing,Logistics,83348
28-10-2024,Supply Chain,Office Expenses,31196
14-06-2024,Supply Chain,Trade Promotion,179748
12-02-2024,Marketing,Logistics,159642
