Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV109423,Gupta Retailers,01-04-2024,01-05-2024,36172,Paid
INV109424,Sharma Distributors,17-05-2024,16-06-2024,13225,Paid
INV109425,Sharma Distributors,29-10-2024,13-11-2024,10290,Paid
INV109426,Sharma Distributors,26-02-2024,27-03-2024,37065,Paid
INV109427,Gupta Retailers,19-02-2024,05-03-2024,45588,Paid
INV109428,Sharma Distributors,11-03-2024,26-03-2024,34822,Paid
INV109429,Sharma Distributors,22-03-2024,06-05-2024,1429,Paid
INV109430,Gupta Retailers,14-04-2024,29-04-2024,7434,Paid
INV109431,Singh Enterprises,28-03-2024,12-05-2024,47713,Unpaid
INV109432,Verma Traders,02-01-2024,01-02-2024,26573,Paid
INV109433,Gupta Retailers,25-12-2024,09-01-2025,24649,Paid
INV109434,Gupta Retailers,24-03-2024,23-04-2024,34388,Partially Paid
INV109435,Agarwal Stores,12-02-2024,12-04-2024,3006,Paid
INV109436,Sharma Distributors,02-06-2024,17-06-2024,40519,Partially Paid
INV109437,Singh Enterprises,22-11-2024,22-12-2024,28901,Paid
INV109438,Agarwal Stores,03-04-2024,18-05-2024,11891,Paid
INV109439,Singh Enterprises,24-10-2024,23-11-2024,1192,Unpaid
INV109440,Sharma Distributors,12-05-2024,11-07-2024,41346,Paid
INV109441,Sharma Distributors,05-03-2024,19-04-2024,14284,Paid
INV109442,Sharma Distributors,16-10-2024,31-10-2024,16132,Paid
INV109443,Verma Traders,13-09-2024,12-11-2024,9609,Paid
INV109444,Singh Enterprises,31-07-2024,29-09-2024,29589,Unpaid
INV109445,Singh Enterprises,27-05-2024,11-06-2024,916,Paid
INV109446,Agarwal Stores,01-03-2024,16-03-2024,27660,Paid
INV109447,Gupta Retailers,28-05-2024,27-06-2024,28257,Paid
INV109448,Sharma Distributors,28-03-2024,12-04-2024,13093,Paid
INV109449,Sharma Distributors,19-11-2024,18-01-2025,15881,Paid
INV109450,Agarwal Stores,04-10-2024,03-12-2024,19270,Unpaid
INV109451,Singh Enterprises,22-03-2024,21-04-2024,16473,Unpaid
INV109452,Verma Traders,08-05-2024,07-07-2024,18679,Paid
INV109453,Singh Enterprises,12-10-2024,11-11-2024,8763,Paid
INV109454,Verma Traders,18-12-2024,16-02-2025,18720,Unpaid
INV109455,Verma Traders,06-10-2024,20-11-2024,30451,Paid
INV109456,Singh Enterprises,26-09-2024,10-11-2024,48090,Paid
INV109457,Sharma Distributors,18-10-2024,17-12-2024,37903,Paid
INV109458,Verma Traders,21-07-2024,20-08-2024,18601,Unpaid
INV109459,Agarwal Stores,24-01-2024,09-03-2024,44717,Unpaid
INV109460,Agarwal Stores,16-12-2024,14-02-2025,5448,Unpaid
INV109461,Verma Traders,06-11-2024,06-12-2024,47412,Paid
INV109462,Sharma Distributors,26-07-2024,25-08-2024,34030,Paid
INV109463,Verma Traders,06-10-2024,20-11-2024,46488,Partially Paid
INV109464,Agarwal Stores,23-07-2024,22-08-2024,3454,Paid
INV109465,Agarwal Stores,31-05-2024,30-06-2024,22490,Paid
INV109466,Singh Enterprises,26-01-2024,11-03-2024,15041,Paid
INV109467,Sharma Distributors,12-07-2024,11-08-2024,21231,Partially Paid
INV109468,Singh Enterprises,01-12-2024,31-12-2024,23476,Paid
INV109469,Gupta Retailers,25-08-2024,09-09-2024,9554,Paid
INV109470,Verma Traders,16-11-2024,15-01-2025,29343,Paid
INV109471,Singh Enterprises,15-03-2024,30-03-2024,15518,Unpaid
INV109472,Sharma Distributors,11-06-2024,11-07-2024,29412,Unpaid
INV109473,Verma Traders,25-10-2024,09-12-2024,7615,Unpaid
INV109474,Verma Traders,29-01-2024,13-02-2024,9028,Paid
INV109475,Verma Traders,13-06-2024,13-07-2024,16963,Paid
INV109476,Verma Traders,02-12-2024,31-01-2025,3818,Partially Paid
INV109477,Verma Traders,04-07-2024,03-08-2024,7185,Unpaid
INV109478,Sharma Distributors,23-02-2024,24-03-2024,20494,Unpaid
INV109479,Gupta Retailers,21-10-2024,20-12-2024,41027,Unpaid
INV109480,Agarwal Stores,11-02-2024,12-03-2024,28747,Paid
INV109481,Gupta Retailers,11-10-2024,10-12-2024,6287,Partially Paid
INV109482,Agarwal Stores,17-05-2024,16-06-2024,7569,Unpaid
INV109483,Singh Enterprises,05-07-2024,04-08-2024,11213,Unpaid
INV109484,Verma Traders,22-07-2024,06-08-2024,25938,Paid
INV109485,Singh Enterprises,11-02-2024,12-03-2024,11468,Paid
INV109486,Singh Enterprises,15-12-2024,13-02-2025,41638,Paid
INV109487,Agarwal Stores,14-10-2024,28-11-2024,33397,Paid
INV109488,Sharma Distributors,26-01-2024,25-02-2024,1594,Unpaid
INV109489,Verma Traders,25-02-2024,11-03-2024,34378,Unpaid
INV109490,Singh Enterprises,09-09-2024,24-10-2024,34128,Paid
INV109491,Gupta Retailers,01-05-2024,16-05-2024,40982,Paid
INV109492,Verma Traders,15-04-2024,30-04-2024,12369,Unpaid
INV109493,Sharma Distributors,09-05-2024,23-06-2024,9104,Unpaid
INV109494,Verma Traders,02-12-2024,16-01-2025,22885,Unpaid
INV109495,Singh Enterprises,06-06-2024,21-07-2024,12189,Unpaid
INV109496,Gupta Retailers,18-08-2024,02-09-2024,44213,Unpaid
INV109497,Singh Enterprises,03-11-2024,02-01-2025,5542,Unpaid
INV109498,Sharma Distributors,31-03-2024,15-04-2024,25410,Partially Paid
INV109499,Agarwal Stores,22-01-2024,21-02-2024,27120,Unpaid
INV109500,Gupta Retailers,16-10-2024,15-11-2024,18435,Paid
INV109501,Sharma Distributors,19-04-2024,04-05-2024,27131,Paid
INV109502,Sharma Distributors,18-02-2024,18-04-2024,49456,Unpaid
INV109503,Singh Enterprises,08-05-2024,22-06-2024,8271,Unpaid
INV109504,Singh Enterprises,13-03-2024,28-03-2024,28699,Partially Paid
INV109505,Singh Enterprises,05-12-2024,04-01-2025,33476,Partially Paid
INV109506,Agarwal Stores,22-02-2024,23-03-2024,39596,Paid
INV109507,Verma Traders,21-12-2024,20-01-2025,18664,Paid
INV109508,Verma Traders,16-06-2024,31-07-2024,25281,Paid
INV109509,Singh Enterprises,14-02-2024,14-04-2024,11336,Unpaid
INV109510,Singh Enterprises,14-04-2024,14-05-2024,14245,Partially Paid
INV109511,Agarwal Stores,29-05-2024,28-06-2024,782,Unpaid
INV109512,Verma Traders,25-05-2024,24-06-2024,32584,Paid
INV109513,Agarwal Stores,22-07-2024,21-08-2024,26771,Partially Paid
INV109514,Sharma Distributors,27-12-2024,25-02-2025,34755,Unpaid
INV109515,Verma Traders,25-10-2024,24-12-2024,38287,Unpaid
INV109516,Singh Enterprises,15-06-2024,14-08-2024,43626,Paid
INV109517,Gupta Retailers,19-07-2024,02-09-2024,23312,Unpaid
INV109518,Sharma Distributors,13-05-2024,28-05-2024,43428,Paid
INV109519,Gupta Retailers,29-07-2024,13-08-2024,48791,Unpaid
INV109520,Agarwal Stores,17-02-2024,03-03-2024,11120,Partially Paid
INV109521,Agarwal Stores,05-05-2024,20-05-2024,31338,Unpaid
INV109522,Agarwal Stores,26-08-2024,10-09-2024,17419,Paid
INV109523,Singh Enterprises,07-01-2024,07-03-2024,49992,Partially Paid
INV109524,Agarwal Stores,28-09-2024,27-11-2024,24947,Paid
INV109525,Gupta Retailers,06-02-2024,07-03-2024,27802,Paid
INV109526,Sharma Distributors,29-07-2024,27-09-2024,17787,Paid
INV109527,Singh Enterprises,13-06-2024,12-08-2024,28997,Unpaid
INV109528,Sharma Distributors,04-05-2024,03-07-2024,8838,Unpaid
INV109529,Agarwal Stores,02-12-2024,16-01-2025,12441,Paid
INV109530,Verma Traders,10-07-2024,25-07-2024,30477,Paid
INV109531,Singh Enterprises,05-08-2024,20-08-2024,4153,Unpaid
INV109532,Agarwal Stores,01-08-2024,15-09-2024,19023,Unpaid
INV109533,Singh Enterprises,02-03-2024,17-03-2024,48863,Paid
INV109534,Verma Traders,23-11-2024,23-12-2024,18080,Paid
INV109535,Gupta Retailers,09-06-2024,08-08-2024,37656,Partially Paid
INV109536,Gupta Retailers,06-03-2024,05-05-2024,7369,Paid
INV109537,Gupta Retailers,12-10-2024,26-11-2024,31058,Unpaid
INV109538,Verma Traders,26-08-2024,25-09-2024,6905,Partially Paid
INV109539,Sharma Distributors,20-01-2024,20-03-2024,29842,Paid
INV109540,Verma Traders,06-07-2024,04-09-2024,38964,Paid
INV109541,Verma Traders,22-03-2024,21-05-2024,49755,Unpaid
INV109542,Agarwal Stores,28-12-2024,27-01-2025,46460,Paid
INV109543,Gupta Retailers,20-07-2024,03-09-2024,39407,Paid
INV109544,Singh Enterprises,11-05-2024,10-07-2024,32703,Paid
INV109545,Sharma Distributors,06-02-2024,07-03-2024,33011,Paid
INV109546,Singh Enterprises,11-05-2024,10-07-2024,36253,Paid
INV109547,Agarwal Stores,17-03-2024,01-05-2024,40609,Unpaid
INV109548,Agarwal Stores,29-03-2024,28-05-2024,28280,Paid
INV109549,Sharma Distributors,09-09-2024,09-10-2024,47640,Paid
INV109550,Singh Enterprises,09-12-2024,08-01-2025,39232,Paid
INV109551,Sharma Distributors,12-07-2024,26-08-2024,40464,Paid
INV109552,Sharma Distributors,24-06-2024,08-08-2024,11855,Paid
INV109553,Gupta Retailers,02-02-2024,03-03-2024,637,Paid
INV109554,Singh Enterprises,27-02-2024,28-03-2024,9813,Partially Paid
INV109555,Gupta Retailers,19-07-2024,03-08-2024,15761,Unpaid
INV109556,Gupta Retailers,28-01-2024,28-03-2024,10944,Paid
INV109557,Gupta Retailers,04-02-2024,19-02-2024,32984,Unpaid
INV109558,Verma Traders,04-05-2024,03-06-2024,35502,Paid
INV109559,Agarwal Stores,16-11-2024,01-12-2024,4836,Paid
INV109560,Agarwal Stores,11-02-2024,26-02-2024,4138,Paid
INV109561,Verma Traders,25-03-2024,09-04-2024,16312,Unpaid
INV109562,Sharma Distributors,06-07-2024,21-07-2024,49281,Partially Paid
INV109563,Singh Enterprises,20-04-2024,19-06-2024,41453,Unpaid
INV109564,Singh Enterprises,27-09-2024,27-10-2024,43709,Unpaid
INV109565,Singh Enterprises,20-11-2024,19-01-2025,32610,Paid
INV109566,Gupta Retailers,14-04-2024,13-06-2024,47570,Unpaid
INV109567,Singh Enterprises,15-11-2024,15-12-2024,28331,Paid
INV109568,Singh Enterprises,10-02-2024,11-03-2024,14822,Paid
INV109569,Singh Enterprises,02-08-2024,01-10-2024,16176,Unpaid
INV109570,Agarwal Stores,11-03-2024,25-04-2024,4344,Unpaid
INV109571,Verma Traders,25-02-2024,25-04-2024,32128,Paid
INV109572,Sharma Distributors,23-08-2024,22-10-2024,7913,Unpaid
INV109573,Verma Traders,07-10-2024,21-11-2024,11163,Unpaid
INV109574,Singh Enterprises,14-04-2024,13-06-2024,23808,Paid
INV109575,Sharma Distributors,10-06-2024,10-07-2024,6433,Paid
INV109576,Sharma Distributors,09-07-2024,07-09-2024,3811,Paid
INV109577,Verma Traders,09-01-2024,24-01-2024,25304,Unpaid
INV109578,Verma Traders,29-02-2024,15-03-2024,41587,Paid
INV109579,Verma Traders,31-10-2024,30-11-2024,39050,Paid
INV109580,Verma Traders,12-08-2024,27-08-2024,49800,Paid
INV109581,Gupta Retailers,02-11-2024,17-12-2024,40763,Unpaid
INV109582,Agarwal Stores,06-07-2024,05-08-2024,24853,Paid
INV109583,Agarwal Stores,10-03-2024,09-04-2024,32552,Paid
INV109584,Singh Enterprises,19-10-2024,18-11-2024,14802,Paid
INV109585,Gupta Retailers,13-10-2024,12-12-2024,5650,Paid
INV109586,Sharma Distributors,17-06-2024,16-08-2024,27350,Unpaid
INV109587,Verma Traders,02-03-2024,17-03-2024,14517,Partially Paid
INV109588,Singh Enterprises,14-12-2024,13-01-2025,8179,Paid
INV109589,Sharma Distributors,14-01-2024,29-01-2024,23883,Paid
INV109590,Agarwal Stores,12-06-2024,12-07-2024,27454,Unpaid
INV109591,Sharma Distributors,01-09-2024,16-10-2024,10167,Paid
INV109592,Verma Traders,30-11-2024,30-12-2024,5005,Partially Paid
INV109593,Verma Traders,08-01-2024,23-01-2024,46209,Paid
INV109594,Agarwal Stores,02-06-2024,01-08-2024,10225,Paid
INV109595,Verma Traders,05-02-2024,06-03-2024,13793,Paid
INV109596,Gupta Retailers,17-02-2024,02-04-2024,43741,Paid
INV109597,Singh Enterprises,25-03-2024,09-05-2024,35415,Partially Paid
INV109598,Agarwal Stores,28-01-2024,12-02-2024,34650,Unpaid
INV109599,Agarwal Stores,14-07-2024,28-08-2024,19261,Paid
INV109600,Sharma Distributors,26-07-2024,25-08-2024,31702,Unpaid
INV109601,Agarwal Stores,22-07-2024,21-08-2024,3763,Paid
INV109602,Singh Enterprises,02-11-2024,02-12-2024,36408,Paid
INV109603,Gupta Retailers,13-04-2024,13-05-2024,43319,Paid
INV109604,Sharma Distributors,17-08-2024,16-10-2024,34404,Paid
INV109605,Singh Enterprises,10-04-2024,25-05-2024,2929,Paid
INV109606,Agarwal Stores,29-01-2024,28-02-2024,49354,Paid
INV109607,Verma Traders,06-05-2024,20-06-2024,4638,Paid
INV109608,Verma Traders,03-12-2024,18-12-2024,46928,Unpaid
INV109609,Singh Enterprises,10-01-2024,25-01-2024,20703,Paid
INV109610,Gupta Retailers,15-04-2024,30-05-2024,11728,Partially Paid
INV109611,Verma Traders,15-06-2024,30-07-2024,16993,Unpaid
INV109612,Singh Enterprises,13-09-2024,13-10-2024,9619,Paid
INV109613,Sharma Distributors,21-10-2024,05-12-2024,17737,Paid
INV109614,Agarwal Stores,03-10-2024,02-11-2024,37790,Paid
INV109615,Gupta Retailers,05-03-2024,20-03-2024,20713,Paid
INV109616,Gupta Retailers,27-09-2024,27-10-2024,17247,Paid
INV109617,Sharma Distributors,06-07-2024,20-08-2024,45626,Unpaid
INV109618,Gupta Retailers,12-11-2024,27-11-2024,34260,Unpaid
INV109619,Singh Enterprises,17-05-2024,16-07-2024,22921,Paid
INV109620,Gupta Retailers,08-12-2024,06-02-2025,39964,Unpaid
INV109621,Gupta Retailers,14-04-2024,29-04-2024,12589,Paid
INV109622,Gupta Retailers,03-02-2024,19-03-2024,46766,Paid
INV109623,Singh Enterprises,19-04-2024,19-05-2024,13327,Paid
INV109624,Agarwal Stores,02-02-2024,02-04-2024,28360,Unpaid
INV109625,Verma Traders,19-12-2024,03-01-2025,49194,Paid
INV109626,Gupta Retailers,18-08-2024,02-09-2024,40230,Unpaid
INV109627,Sharma Distributors,12-11-2024,11-01-2025,24599,Unpaid
INV109628,Sharma Distributors,22-09-2024,06-11-2024,33207,Unpaid
INV109629,Singh Enterprises,30-06-2024,29-08-2024,16286,Paid
INV109630,Agarwal Stores,05-12-2024,19-01-2025,28870,Unpaid
INV109631,Gupta Retailers,05-03-2024,04-04-2024,26406,Unpaid
INV109632,Singh Enterprises,28-11-2024,28-12-2024,2413,Paid
INV109633,Verma Traders,01-01-2024,31-01-2024,14888,Paid
INV109634,Agarwal Stores,12-05-2024,11-07-2024,20606,Unpaid
INV109635,Agarwal Stores,20-03-2024,04-04-2024,23585,Paid
INV109636,Singh Enterprises,27-09-2024,26-11-2024,14917,Paid
INV109637,Sharma Distributors,28-08-2024,12-09-2024,13985,Unpaid
INV109638,Agarwal Stores,28-01-2024,13-03-2024,2368,Unpaid
INV109639,Sharma Distributors,10-08-2024,09-10-2024,11046,Paid
INV109640,Agarwal Stores,23-01-2024,08-03-2024,27902,Paid
INV109641,Agarwal Stores,18-04-2024,17-06-2024,10534,Unpaid
INV109642,Agarwal Stores,16-04-2024,31-05-2024,3598,Unpaid
INV109643,Verma Traders,24-05-2024,23-06-2024,44068,Paid
INV109644,Sharma Distributors,19-12-2024,17-02-2025,7939,Paid
INV109645,Verma Traders,18-05-2024,02-06-2024,5925,Paid
INV109646,Sharma Distributors,10-10-2024,25-10-2024,5506,Paid
INV109647,Verma Traders,24-10-2024,08-12-2024,10153,Partially Paid
INV109648,Verma Traders,08-04-2024,08-05-2024,27393,Partially Paid
INV109649,Verma Traders,12-11-2024,27-11-2024,10225,Paid
INV109650,Singh Enterprises,02-05-2024,01-07-2024,44735,Paid
INV109651,Verma Traders,15-11-2024,15-12-2024,25869,Unpaid
INV109652,Agarwal Stores,13-10-2024,12-11-2024,38621,Paid
INV109653,Gupta Retailers,21-03-2024,20-04-2024,36891,Paid
INV109654,Verma Traders,10-01-2024,09-02-2024,2793,Paid
INV109655,Gupta Retailers,08-01-2024,23-01-2024,43013,Paid
INV109656,Gupta Retailers,23-07-2024,22-08-2024,38285,Unpaid
INV109657,Agarwal Stores,10-11-2024,09-01-2025,1001,Paid
INV109658,Gupta Retailers,15-07-2024,13-09-2024,34181,Unpaid
INV109659,Gupta Retailers,16-07-2024,30-08-2024,44276,Unpaid
INV109660,Gupta Retailers,30-01-2024,15-03-2024,27139,Paid
INV109661,Sharma Distributors,20-01-2024,04-02-2024,28504,Unpaid
INV109662,Verma Traders,17-02-2024,17-04-2024,44475,Unpaid
INV109663,Verma Traders,09-05-2024,08-06-2024,21479,Paid
INV109664,Gupta Retailers,19-10-2024,03-11-2024,19562,Paid
INV109665,Agarwal Stores,11-05-2024,10-06-2024,44496,Partially Paid
INV109666,Sharma Distributors,21-12-2024,04-02-2025,37238,Paid
INV109667,Agarwal Stores,23-02-2024,23-04-2024,44795,Unpaid
INV109668,Agarwal Stores,07-10-2024,22-10-2024,9967,Unpaid
INV109669,Gupta Retailers,21-09-2024,20-11-2024,6230,Paid
INV109670,Singh Enterprises,02-08-2024,17-08-2024,36869,Paid
INV109671,Gupta Retailers,16-10-2024,15-12-2024,10317,Unpaid
INV109672,Singh Enterprises,12-02-2024,28-03-2024,43020,Paid
INV109673,Sharma Distributors,14-03-2024,29-03-2024,30651,Paid
INV109674,Singh Enterprises,15-12-2024,29-01-2025,12037,Paid
INV109675,Gupta Retailers,04-10-2024,03-11-2024,44555,Partially Paid
INV109676,Gupta Retailers,21-11-2024,21-12-2024,20024,Paid
INV109677,Agarwal Stores,29-08-2024,28-09-2024,16701,Unpaid
INV109678,Gupta Retailers,09-05-2024,08-06-2024,510,Partially Paid
INV109679,Gupta Retailers,15-12-2024,13-02-2025,25335,Paid
INV109680,Verma Traders,12-07-2024,26-08-2024,40447,Unpaid
INV109681,Verma Traders,01-02-2024,17-03-2024,36925,Paid
INV109682,Agarwal Stores,15-04-2024,30-04-2024,36223,Paid
INV109683,Singh Enterprises,22-07-2024,21-08-2024,3294,Unpaid
INV109684,Singh Enterprises,01-01-2024,16-01-2024,44622,Paid
INV109685,Verma Traders,01-09-2024,01-10-2024,24276,Paid
INV109686,Sharma Distributors,12-03-2024,11-05-2024,3027,Paid
INV109687,Verma Traders,01-11-2024,01-12-2024,46584,Unpaid
INV109688,Sharma Distributors,15-01-2024,14-02-2024,8714,Paid
INV109689,Singh Enterprises,22-02-2024,23-03-2024,44715,Paid
INV109690,Verma Traders,08-01-2024,08-03-2024,24267,Partially Paid
INV109691,Gupta Retailers,25-11-2024,09-01-2025,46141,Paid
INV109692,Sharma Distributors,15-02-2024,15-04-2024,4596,Paid
INV109693,Sharma Distributors,20-11-2024,20-12-2024,32896,Paid
INV109694,Sharma Distributors,23-04-2024,23-05-2024,19735,Paid
INV109695,Singh Enterprises,26-05-2024,25-07-2024,34353,Paid
INV109696,Agarwal Stores,14-06-2024,13-08-2024,47926,Unpaid
INV109697,Gupta Retailers,18-05-2024,17-06-2024,7391,Unpaid
INV109698,Verma Traders,26-04-2024,10-06-2024,31681,Unpaid
INV109699,Sharma Distributors,25-10-2024,24-12-2024,923,Paid
INV109700,Singh Enterprises,02-10-2024,17-10-2024,49385,Paid
INV109701,Sharma Distributors,03-10-2024,02-11-2024,20192,Partially Paid
INV109702,Verma Traders,03-12-2024,02-01-2025,26403,Paid
INV109703,Gupta Retailers,08-11-2024,23-11-2024,7778,Unpaid
INV109704,Sharma Distributors,26-06-2024,11-07-2024,47265,Paid
INV109705,Singh Enterprises,25-11-2024,10-12-2024,2956,Paid
INV109706,Singh Enterprises,19-12-2024,03-01-2025,48409,Paid
INV109707,Agarwal Stores,02-06-2024,02-07-2024,18601,Paid
INV109708,Singh Enterprises,19-07-2024,17-09-2024,9168,Paid
INV109709,Agarwal Stores,24-04-2024,24-05-2024,31044,Paid
INV109710,Gupta Retailers,07-06-2024,07-07-2024,2117,Paid
INV109711,Verma Traders,11-02-2024,12-03-2024,18367,Unpaid
INV109712,Agarwal Stores,03-09-2024,18-09-2024,21408,Paid
INV109713,Sharma Distributors,08-03-2024,07-04-2024,34959,Paid
INV109714,Sharma Distributors,21-11-2024,21-12-2024,37105,Unpaid
INV109715,Verma Traders,29-11-2024,28-01-2025,49192,Paid
INV109716,Singh Enterprises,14-07-2024,28-08-2024,2345,Paid
INV109717,Sharma Distributors,30-03-2024,29-05-2024,41555,Unpaid
INV109718,Agarwal Stores,20-04-2024,19-06-2024,37639,Paid
INV109719,Verma Traders,24-12-2024,22-02-2025,27611,Paid
INV109720,Sharma Distributors,24-05-2024,23-06-2024,31018,Unpaid
INV109721,Singh Enterprises,01-10-2024,30-11-2024,12724,Unpaid
INV109722,Singh Enterprises,27-06-2024,26-08-2024,42687,Paid
INV109723,Sharma Distributors,28-08-2024,12-09-2024,4361,Unpaid
INV109724,Verma Traders,21-11-2024,20-01-2025,8831,Paid
INV109725,Gupta Retailers,14-11-2024,13-01-2025,38574,Paid
INV109726,Sharma Distributors,26-11-2024,11-12-2024,31834,Paid
INV109727,Singh Enterprises,01-06-2024,16-07-2024,30684,Paid
INV109728,Gupta Retailers,13-04-2024,12-06-2024,3410,Paid
INV109729,Verma Traders,15-03-2024,14-04-2024,9945,Unpaid
INV109730,Singh Enterprises,07-05-2024,22-05-2024,17881,Unpaid
INV109731,Verma Traders,17-07-2024,16-08-2024,9039,Paid
INV109732,Sharma Distributors,02-06-2024,02-07-2024,13756,Paid
INV109733,Verma Traders,25-02-2024,11-03-2024,15433,Partially Paid
INV109734,Singh Enterprises,04-10-2024,03-11-2024,26362,Partially Paid
INV109735,Sharma Distributors,10-12-2024,25-12-2024,41783,Unpaid
INV109736,Singh Enterprises,19-01-2024,19-03-2024,27792,Paid
INV109737,Singh Enterprises,07-06-2024,22-07-2024,13800,Unpaid
INV109738,Gupta Retailers,26-01-2024,25-02-2024,38507,Paid
INV109739,Agarwal Stores,17-06-2024,16-08-2024,39712,Paid
INV109740,Verma Traders,23-01-2024,08-03-2024,30589,Paid
INV109741,Verma Traders,16-02-2024,01-04-2024,26973,Unpaid
INV109742,Gupta Retailers,13-01-2024,27-02-2024,39368,Paid
INV109743,Verma Traders,04-08-2024,03-10-2024,29815,Paid
INV109744,Gupta Retailers,17-11-2024,01-01-2025,32011,Paid
INV109745,Verma Traders,12-07-2024,27-07-2024,22413,Paid
INV109746,Verma Traders,23-05-2024,07-07-2024,28075,Paid
INV109747,Singh Enterprises,13-03-2024,12-05-2024,13627,Unpaid
INV109748,Gupta Retailers,04-06-2024,19-07-2024,28170,Unpaid
INV109749,Verma Traders,17-03-2024,16-04-2024,15100,Unpaid
INV109750,Agarwal Stores,17-06-2024,02-07-2024,32268,Paid
INV109751,Gupta Retailers,13-10-2024,28-10-2024,27351,Unpaid
INV109752,Gupta Retailers,25-03-2024,09-04-2024,23674,Unpaid
INV109753,Gupta Retailers,30-06-2024,29-08-2024,36692,Paid
INV109754,Singh Enterprises,10-11-2024,09-01-2025,5294,Unpaid
INV109755,Gupta Retailers,23-10-2024,07-11-2024,47409,Unpaid
INV109756,Singh Enterprises,21-04-2024,20-06-2024,9092,Paid
